year,mean,std
1993.5,-34.916536931330945,0.35108489437737844
1994.5,-31.39489846461188,1.6821314320078962
1995.5,-27.055808124880812,2.892247247304618
1996.5,-24.28443608690978,2.3577158735212063
1997.5,-20.280404058172675,2.42075594798308
1998.5,-19.576517654282174,0.9422945180268547
1999.5,-18.141276278785185,0.7194846106350863
2000.5,-13.716708359746105,0.9498794572350937
2001.5,-8.38451504694761,1.0386181496339673
2002.5,-7.145892880526679,0.448233194886361
2003.5,-4.396817951689875,0.5984340272401477
2004.5,-2.12753585851118,0.511880321456966
2005.5,2.4943844450651764,0.7412210048546184
2006.5,4.259474002813902,1.0244390904143061
2007.5,5.074167937326331,1.2638136578352497
2008.5,8.767043040629488,1.0729011998094289
2009.5,13.11272483826281,1.258509872586961
2010.5,14.91675016438876,1.4659723791023767
2011.5,14.244521259745476,1.5228986653519538
2012.5,24.633165297633923,1.4183009870008139
2013.5,27.25856475563124,1.5566408786040342
2014.5,30.349116558954957,0.9813215805361385
2015.5,39.70442891657189,0.9031099696190568
2016.5,42.91946548042798,1.3920890656442637
2017.5,43.82781463491843,1.9168445814609143
2018.5,47.06342966289805,2.3187342334640184
2019.5,53.857818431749926,2.223344520273368
2020.5,56.346328853178456,2.470529900609747
2021.5,61.108158745469844,2.6881616271565205
2022.5,63.834241496520704,2.7385095825682364
2023.5,69.97698871669253,2.7352343396158663
2024.5,73.56836729650999,2.4787190577969787
2025.5,73.97141214916053,2.661402169774036
